source,url,published,title,summary,text,companies,tickers,mapped_tickers,percentages,currency_values,events,sentiment_label,sentiment_score
theblock,https://www.theblock.co/news/regulation/2026-09-15-doj-61-million-crypto-proceeds-iranian-oil-sales-414768,"Tue, 15 Sep 2026 04:01:48 +0000",US DOJ seeks $61 million in crypto proceeds from illicit Iranian oil sales laundered on Binance,Prosecutors alleged that two Chinese companies used Binance to launder those funds to Iran and its proxies.,"US DOJ seeks $61 million in crypto proceeds from illicit Iranian oil sales laundered on Binance Quick Take - U.S. prosecutors are seeking forfeiture of $61 million in cryptocurrency proceeds from black-market Iranian oil sales. - They alleged that two Chinese companies used Binance to launder those funds to Iran and its proxies. The U.S. Department of Justice has filed a civil forfeiture complaint against approximately $61 million in crypto proceeds from black-market sales of sanctioned Iranian crude oil and petroleum products. Prosecutors alleged that the sales were intended to finance the Iranian government and its military components, including the Islamic Revolutionary Guard Corps (IRGC), a U.S.-designated terrorist organization. ""Today's action demonstrates our determination to deprive the Government of Iran and its terrorist proxies of the illegal money they rely on to threaten the lives and safety of the citizens of the United States and elsewhere,"" said Deputy U.S. Attorney Sean S. Buckley. According to the Monday statement, two Chinese companies, Blessed Trust and Hexa Whale, used trading accounts on Binance to launder proceeds of the black-market oil sales to funnel the funds to the Iranian government and its proxies. Prosecutors said that Blessed Trust represents itself as a digital asset custodial services firm to other financial services providers, while providing fiat-to-crypto conversion services for Iran-linked transactions. Hexa Whale allegedly provided similar services, while portraying itself as a commodities brokerage. Both companies counted Chinese oil and petroleum products companies among their clients. More than $1.5 billion Furthermore, the DOJ noted that it has identified a series of interrelated unhosted crypto addresses that have received and distributed more than $1.5 billion of proceeds from the illicit sale of Iranian oil. These addresses, collectively referred to as ""Entity A,"" funneled funds to IRGC-related businesses and crypto addresses, and an Iranian crypto exchange. Blessed Trust and Hexa Whale largely facilitated the transfers, the statement said. ""The Government of Iran relies on black-market sales of sanctioned crude oil to fund its military and foster terrorism in the Middle East and around the world, along with other malign efforts to develop a nuclear program and ballistic missiles capable of delivering nuclear payloads,"" Buckley said. The U.S. has imposed a series of sanctions targeting Iran's oil revenue and shipping. Last month, Treasury Secretary Scott Bessent announced the Trump administration's plan to impose secondary sanctions to target Iran's sources of revenue — specifically digital assets, technology, aviation, gold, and shipping — in what officials have described as an ""economic D-Day."" In June, the U.S. sanctioned Iran's largest crypto exchange Nobitex and said it was a key player in sanctions evasion, terrorist financing, and transactions linked to IRGC.","Binance Prosecutors, Hexa Whale",,,,"$61, $1.5",,neutral,-0.20783563144505024
theblock,https://www.theblock.co/news/markets/2026-09-14-bitcoin-production-rebounds-august-bitfufu-edges-higher-cleanspark-canaan-slips-414660,"Mon, 14 Sep 2026 18:01:35 +0000","Bitcoin production rebounds in August for BitFuFu, edges higher at CleanSpark as Canaan slips","Canaan sold its entire ETH position and 54 BTC, using part of the proceeds to repurchase 13.6 million shares.","Bitcoin production rebounds in August for BitFuFu, edges higher at CleanSpark as Canaan slips Quick Take - BitFuFu’s managed hashrate jumped 45% in August, helping drive a rebound in cloud mining production. - Canaan sold its entire ETH position and 54 BTC, using part of the proceeds to repurchase 13.6 million shares. Public bitcoin miners BitFuFu and CleanSpark snapped back from lower July production rates in August, while Canaan continued its trend of monthly declines. BitFuFu produced 174 BTC during August, up more than 55% from 112 BTC in July. CleanSpark's output also increased slightly to 539 BTC from 586 BTC, while Canaan mined just 44 BTC, down roughly 4% from 46 BTC the previous month. Shares of the miners were mixed on Monday. Canaan (CAN) rose 2.4% to $0.34, but remains down more than 55% year to date. BitFuFu (FUFU) was flat at $1.29 and has lost about 54% this year, while CleanSpark (CLSK) fell 2.3% to $13.36 but remains up nearly 16% year to date. BitFuFu BitFuFu's rebound was driven by a large expansion of its mining capacity. Total hashrate under management jumped 45.1% month over month to 20.6 EH/s after the capacity it secured in June and July started to come online. Its cloud mining segment saw an even bigger recovery, with production more than doubling to 86 BTC from 40 BTC in July. Self-mining production rose 22% to 88 BTC from 72 BTC, and BitFuFu's bitcoin holdings increased to 1,373 from 1,314 during the month. It stands as the 39th-largest publicly traded bitcoin treasury. CleanSpark CleanSpark's production was a bit more steady, rising around 1% to 593 BTC despite its average operating hashrate slipping slightly to 38.3 EH/s. The company has now produced 4,903 BTC through the first eight months of 2026, currently worth more than $386 million. The company's bitcoin holdings fell to 13,703 BTC from 13,931 BTC at the end of July after taking into account 77 BTC it sold on the spot market, 500 BTC related to call exercises, and another 244 BTC tied to a basis trade. CleanSpark is currently the ninth-largest publicly traded bitcoin treasury. Outside of mining, CleanSpark said construction remains underway at its Sandersville data center campus, tied to its previously announced $6.6 billion lease. The company also received conditional ERCOT classifications covering 885 MW of contracted capacity across its Texas sites. Canaan Canaan's bitcoin production slipped for a third consecutive month, falling to 44 BTC from 46 BTC in July and 64 BTC in June. The company made a shakeup to its crypto treasury during the month, selling all of its 3,952 ETH it held along with 54 BTC at average prices of around $2,400 and $79,000, respectively, generating about $13.9 million in cash. It used $5,4 million to repurchase 13.6 million of its American Depositary Shares. Canaan ended August holding 1,868 BTC and no ETH. It is the 35th-largest publicly traded bitcoin treasury.","July. CleanSpark, BitFuFu BitFuFu, CleanSpark, CleanSpark CleanSpark, Canaan Canaan, Sandersville, American Depositary Shares",,,"45%, 55%, 4%, 2.4%, 54%, 2.3%, 16%, 45.1%, 22%, 1%","$0.34, $1.29, $13.36, $386, $6.6, $2,400, $79,000,, $13.9, $5,4",,negative,-0.3134142588824034
theblock,https://www.theblock.co/news/markets/2026-09-14-strive-reaches-25000-btc-milestone-36-6-million-purchase-414631,"Mon, 14 Sep 2026 15:15:51 +0000","Strive reaches 25,000 BTC milestone with latest $36.6 million purchase","The latest acquisition marks a slowdown from the prior week, when Strive purchased 1,375 BTC for approximately $109 million.","Strive reaches 25,000 BTC milestone with latest $36.6 million purchase Quick Take - SATA surpassed $1 billion in notional value and funded the entire purchase. - Strive needs roughly 1,234 BTC per week to reach its stated second-place goal this year. Strive added another 469 bitcoins to its treasury last week, bringing its total holdings to an even 25,000 BTC worth roughly $1.95 billion at current prices. The company spent $36.6 million on the latest purchase at an average price of just under $78,000 per bitcoin, according to a F0rm 8-K filing released Monday. CEO Matt Cole noted that 100% of the capital raised during the week came through sales of SATA, Strive's perpetual preferred stock, which has also recently crossed $1 billion in notional value outstanding. Strive (ASST) also increased its ""amplification ratio"" to 53.5%, which the company defines as ""the ratio of notional preferred equity outstanding and debt to BTC NAV."" Simply put, this means that for every $100 of bitcoin Strive holds, it has about $53.50 of preferred stock obligations and debt outstanding. The latest acquisition marks a slowdown from the prior week, when Strive purchased 1,375 BTC for approximately $109 million. Strive is currently the world's fifth-largest public bitcoin holder, behind Strategy, Twenty One, Metaplanet and MARA. Cole has said the company could potentially climb to second place by year-end, though he noted that this is not his ""base case"" expectation. To overtake Twenty One, Strive would need to acquire another 18,515 BTC, assuming the Tether-backed firm does not add to its current 43,514 BTC holdings. With 15 full weeks remaining in 2026, Strive would need to buy an average of roughly 1,234 BTC each week to close the gap. Shares of the company's common stock, ASST, rose more than 4% in the first hours of trading Monday, tapping a year-to-date high of just under $29. The move came as bitcoin traded near $78,000 following a volatile session last Friday. BTC surged from around $76,000 to nearly $80,000 before falling back toward $77,000 within seven hours, while weekend trading was a bit more subdued. Strategy, the largest corporate bitcoin holder, also left its holdings unchanged at 845,050 BTC for a second consecutive week. The company instead spent $139.3 million repurchasing STRC preferred shares, funded through its U.S. dollar cash reserve.","ASST, BTC NAV, Striv, Tether",ASST,ASST,"100%, 53.5%, 4%","$36.6, $1, $1.95, $78,000, $100, $53.50, $109, $29, $76,000, $80,000, $77,000, $139.3",,negative,-0.019644148647785187
theblock,https://www.theblock.co/news/markets/2026-09-14-defi-development-corp-expands-solana-treasury-2-39-million-sol-sets-300-million-chad-atm-414633,"Mon, 14 Sep 2026 14:40:16 +0000","DeFi Development Corp expands Solana treasury to 2.39 million SOL, sets up $300 million CHAD ATM",The Solana treasury company established a $300 million at-the-market offering for its CHAD perpetual preferred stock.,"DeFi Development Corp expands Solana treasury to 2.39 million SOL, sets up $300 million CHAD ATM Quick Take - DFDV said the new funding capacity will expand its “capital flywheel” of raising capital, accumulating SOL, generating yield, and increasing SOL per share. - DeFi Development Corp. has the second-largest Solana treasury after Forward Industries (FWDI). Nasdaq-listed DeFi Development Corp. said its Solana (SOL) holdings have grown by 55,491 SOL to about 2.39 million SOL and SOL equivalents, up about 2% since Aug. 27, as it continues to accumulate the token and generate organic yield. The Solana treasury company also established a $300 million at-the-market offering for its CHAD perpetual preferred stock, with shares to be issued at or above their $10 par value and proceeds primarily used to buy more SOL. CHAD is a Variable Rate Series C perpetual preferred stock, with an initial annual dividend rate of 13%. DeFi Development Corp. (DFDV) said the new funding capacity will expand its ""capital flywheel"" of raising capital, accumulating SOL, generating yield, and increasing SOL per share. ""We are growing our SOL treasury...with DFDV returning twice as much as SOL quarter-to-date,"" CEO Joseph Onorati said in a release. ""With a $300 million ATM now in place, we have the structure to scale CHAD into a meaningful new engine of growth—and we intend to issue at or above $10.00 par. The flywheel is spinning, and we now have more capacity to put it to work."" DeFi Development Corp. recently resumed making regular SOL purchases and has the second-largest Solana treasury after Forward Industries (FWDI). Also last month, DeFi Development Corp. launched a public real-time data and research platform tracking the Solana network's market, staking, validator, yield, and ecosystem metrics. Notably, the market's leading Solana ETF hit a milestone with $1 billion in assets under management, and SOL's price has risen over the past month.","Nasdaq-listed DeFi Development Corp, DeFi Development Corp, Forward Industries",,,"2%, 13%","$300, $10, $10.00, $1",,positive,0.7781261308118701
theblock,https://www.theblock.co/news/business/2026-09-14-bitmine-adds-27180-eth-as-adviser-tom-demark-sees-sharp-move-in-coming-weeks-414621,"Mon, 14 Sep 2026 13:20:51 +0000","Bitmine adds 27,180 ETH as adviser Tom DeMark sees sharp move in coming weeks","Bitmine added 27,180 ETH, taking its holdings to 5.96 million as advisor Tom DeMark forecasts a sharp upward move.","Bitmine adds 27,180 ETH as adviser Tom DeMark sees sharp move in coming weeks Quick Take - Bitmine acquired 27,180 ETH over the past week, taking its holdings to 5.96 million ETH, or 4.9% of supply. - Advisor Tom DeMark said he expects ETH to make a “sharp upward move in the coming weeks,” citing August price trends. Bitmine Immersion Technologies (BMNR) announced Monday that it increased its Ethereum treasury to 5,956,378 ETH after acquiring 27,180 ETH over the past week. At $2,513 per ETH, the holdings were worth about $15 billion as of Sept. 13. Bitmine now holds 4.9% of Ethereum's 122 million-token supply, the company said in a statement. As of Sept. 7, Bitmine said 5,067,309 ETH were staked, representing about 85% of its current holdings and $12.7 billion at the company's stated ETH price. Bitmine said its staking operations generated a 7-day annualized yield of 2.62%, with projected annualized staking revenue of $334 million. Beyond ether, Bitmine reported 212 bitcoin (BTC), a $180 million stake in Beast Industries, a $98 million stake in Eightco Holdings, and $549 million in cash and marketable securities. Its combined crypto, cash, marketable securities, and other holdings totaled $15.8 billion. Tom DeMark, founder of DeMark Analytics and a capital markets adviser to Bitmine, said he expects ether to make a sharp upward move in the coming weeks. He pointed to August trading, when ETH moved sideways without a downside break, and said the expiration of a 12-day metric implied a renewal of the prior move. ""We believe this further supports the continuation of the prior uptrend. We expect late August's sharp one-day rally was a likely preview of the pending advance,"" DeMark said in the statement. Chairman Tom Lee said the ETH/BTC ratio had reached its highest level since Jan. 30 and described it as a new uptrend. He also said ETH had outperformed the S&P 500 by 5,866 basis points in the third quarter through the prior Friday. According to The Block's ETH price page, Ethereum traded above $2,500 on Monday, up 1.4% over 24 hours, with a market capitalization of $306.3 billion. Bitmine shares closed Friday at $25.03, up 3.43% on the day, according to The Block's BMNR price page.","Bitmine Immersion Technologies, Ethereum, Eightco Holdings, Block, Beast Industries, DeMark Analytics",,,"4.9%, 85%, 2.62%, 1.4%, 3.43%","$2,513, $15, $12.7, $334, $180, $98, $549, $15.8, $2,500, $306.3, $25.03",,positive,0.7843251209706068
theblock,https://www.theblock.co/news/deals/2026-09-14-sp-global-leads-strategic-investment-in-crypto-data-firm-kaiko-extending-series-b-to-110-million-414618,"Mon, 14 Sep 2026 13:13:06 +0000","S&P Global leads strategic investment in crypto data firm Kaiko, extending Series B to $110 million","BNP Paribas, Nasdaq Ventures, RBC, Coinbase Ventures, DRW Venture Capital and several others joined the extension round.","S&P Global leads strategic investment in crypto data firm Kaiko, extending Series B to $110 million Quick Take - S&P Global has led a strategic investment in Kaiko that extends the crypto data provider’s Series B funding round to $110 million. - BNP Paribas, Nasdaq Ventures, RBC, Coinbase Ventures, DRW Venture Capital and several others joined the extension round. S&P Global led a strategic investment in crypto data provider Kaiko, extending its Series B funding round to $110 million, the company said Monday. BNP Paribas, Bpifrance, Broadridge, Canton Foundation, Coinbase Ventures, DRW Venture Capital, Nasdaq Ventures, Royal Bank of Canada, Stellar, and Susquehanna Private Equity Investments also participated, alongside existing shareholders Anthemis, Point Nine, and Revaia. Kaiko previously raised $53 million in its Series B in June 2022. Eight Roads led that round, with Revaia and existing investors Alven, Point Nine, Anthemis, and Underscore participating. Kaiko did not disclose its valuation for the latest investment. The new investors have also joined a Strategic Industry Working Group chaired by Kaiko. The group will focus on data and infrastructure for tokenized markets. Kaiko said the fresh capital will be used to support its core market data business and expand its data infrastructure offering for onchain capital markets. ""As digital assets accelerate, S&P Global is investing for the future, and this investment underscores that conviction,"" S&P Dow Jones Indices CEO Cathy Clay said. Kaiko expands onchain data business Kaiko provides market data for digital assets and says it covers more than 150 exchanges and protocols. The company has previously worked with institutional infrastructure providers, including a 2025 integration with Taurus that made its pricing and liquidity data available through the firm's platform. Kaiko has also recently acquired DeFi infrastructure provider Cometh and U.S. digital asset data firm Amberdata. Earlier this month, it launched the S&P Kaiko Digital Asset Indices with S&P Dow Jones Indices, bringing the companies' crypto index offerings under a single co-branded suite. The Daily newsletter: Never miss a beat with The Block's daily digest of the most influential events happening across the digital asset ecosystem. Sign up for free!","Coinbase, BNP Paribas, Nasdaq Ventures, Coinbase Ventures, Venture Capital, Paribas, Bpifrance, Royal Bank of Canada, Susquehanna Private Equity Investments, Alven, Strategic Industry Working Group, Block, Industry Working Group, DeFi, Amberdata",,COIN,,"$110, $53",,neutral,0.2912797871977091
theblock,https://www.theblock.co/news/business/2026-09-14-strategy-strc-bitcoin-mstr-414603,"Mon, 14 Sep 2026 12:08:37 +0000","Strategy repurchases $139 million of STRC shares, leaves bitcoin holdings unchanged",Strategy's total holdings account for roughly 4% of the 21 million bitcoin supply cap — worth roughly $66 billion.,"Strategy repurchases $139 million of STRC shares, leaves bitcoin holdings unchanged Quick Take - Strategy repurchased $139.3 million of its STRC preferred shares last week. - The company did not buy or sell any bitcoin, leaving its total holdings unchanged at 845,050 BTC. Bitcoin (BTC) treasury company Strategy (MSTR) repurchased 1.42 million STRC preferred shares for around $139.3 million between Sept. 8 and Sept. 13, according to an 8-K filing with the Securities and Exchange Commission on Monday. The firm said it funded the repurchases via its USD Cash reserve. As of Sept. 14, the balances of its USD Reserve and USD Cash were $5.1 billion and $1.3 billion, respectively. Strategy did not buy or sell any bitcoin last week, leaving its total holdings unchanged at 845,050 BTC ($65.7 billion) for a second week in a row. Strategy's holdings remain equivalent to more than 4% of bitcoin's 21 million supply cap, and imply around $2 billion of paper gains at current prices, with a total acquisition cost of $63.7 billion at an average purchase price of $75,412. New Strategy Strategy co-founder and Executive Chairman Michael Saylor has refrained from posting his usual Strategy bitcoin tracker chart update in recent weeks. Saylor's regular Sunday posts had historically been used to telegraph acquisition announcements ahead of time, but have become less common as the firm's strategy has varied, with its bitcoin holdings held steady of late. Under its new Digital Credit Capital Framework, Strategy restricted its USD reserve to preferred stock dividends and interest payments, and authorized a $1 billion repurchase program for its digital credit securities, initially prioritizing STRC. That authorization was increased to $2 billion last week. It also approved a $1 billion common stock buyback and later expanded its BTC Monetization Program to allow up to $5 billion in bitcoin sales to fund its reserve, dividends, interest payments, and securities repurchases under the framework. According to Bitcoin Treasuries data, 197 public companies have adopted some form of bitcoin acquisition model. Tether-backed Twenty One, Metaplanet, MARA, and Adam Back and Cantor Fitzgerald-backed Bitcoin Standard Treasury Company make up the rest of the top 5, with 43,514 BTC, 43,000 BTC, 35,577 BTC, and 30,021 BTC, respectively. The cohort's shares are down significantly from their 2025 peaks, as their market-cap-to-net-asset-value ratios sharply contracted. MSTR is still down around 71%, for example, with an enterprise mNAV of 1.1, according to the firm. Strategy's common stock fell 4.7% last week, closing on Friday at $130.97. Bitcoin dropped 3.9% during the same period. The Daily newsletter: Never miss a beat with The Block's daily digest of the most influential events happening across the digital asset ecosystem. Sign up here!","USD Cash, Block, Executive, Digital Credit Capital Framework, BTC Monetization Program, Bitcoin Treasuries, Bitcoin Standard Treasury Company",,,"4%, 71%, 4.7%, 3.9%","$139, $139.3, $5.1, $1.3, $65.7, $2, $63.7, $75,412, $1, $5, $130.97",acquisition,negative,-0.5013275628443807
theblock,https://www.theblock.co/news/regulation/2026-09-14-south-korean-investors-crypto-tax-delay-414581,"Mon, 14 Sep 2026 08:31:06 +0000",South Korean investors push for fourth crypto tax delay as regulators stand firm,"A petition to postpone the planned digital asset gains tax in South Korea reached its threshold of 50,000 signatures.","South Korean investors push for fourth crypto tax delay as regulators stand firm Quick Take - A petition to postpone South Korea’s planned crypto gains tax reached the 50,000-signature threshold required for legislative review. - Regulators insisted that the tax take effect as scheduled, starting in 2027. The push to once again postpone South Korea's planned taxation on cryptocurrency income continues, while regulators insist on implementing the 22% tax as scheduled. The country currently plans to introduce the tax on Jan. 1, 2027, applying a 22% effective rate (20% base plus 2% local tax) to annual gains from digital assets above a 2.5 million won ($1,856) basic deduction. This covers income from selling, transferring, and lending crypto assets. The plan has already been pushed back three times since it was first discussed in 2022. Still, local investors and industry participants continue to push for a further delay, citing inadequate tax infrastructure and crypto market structure. Many have taken this matter to the National Assembly's electronic petition system, which allows citizens to propose legislative changes. Petitions receiving 50,000 verified signatures within 30 days are automatically referred to the relevant standing committee for official review. The petition seeking to postpone the crypto tax plan by two years recently reached the 50,000-signature threshold, prompting legislative review. ""Most crypto investors are sitting on heavy losses; major Korean crypto firms are seeing operating profits fall by as much as 90%; and the whole industry is in the red,"" an anonymous petitioner wrote in a translated statement. ""Taxing crypto now would kick away a wealth ladder for young people … imposing the tax immediately is unfair to the young in terms of equal opportunity."" The petitioner also argued that the tax would drive investors to offshore platforms, and that high market volatility would generate very little actual tax revenue. Earlier in May, a petition seeking to abolish the planned crypto tax reached the required 50,000 signatures just eight days after it was submitted in the system. While the petition was referred to a committee, the matter did not proceed further. Meanwhile, the government stands firm on the plan. Lee Hyoung-Il, a nominee for the Minister of Economy and Finance, said over the weekend that the crypto tax plan is on schedule and that the National Tax Service will publish detailed tax standards later this year, according to Yonhap News Agency.","South Korea, National Assembly",,,"22%, 20%, 2%, 90%","$1,856",,negative,-0.915865033864975
cnbc,https://www.cnbc.com/2026/09/15/oil-us-treasurys-stocks-pressure.html,"Tue, 15 Sep 2026 05:22:57 GMT",Oil and Treasury yields haven’t moved this closely in seven years. That’s bad news for markets,"Oil and 10-year Treasury yields are moving in near lockstep, with their correlation at its strongest since 2019.","Oil prices and Treasury yields are moving in a tight lockstep, compounding the pressure on markets as investors grapple with worries over higher inflation. The one-month rolling correlation between front-month West Texas Intermediate crude and the 10-year Treasury yield has climbed to 0.96, according to BMO Capital Markets. That's the strongest positive relationship since June 2019, and before that October 2014. The synchronized moves come as oil prices have surged due to the conflict in the Middle East, with the benchmark 10-year Treasury yield briefly topping 5% Monday for the first time since October 2023. The exceedingly tight relationship means another leg higher in oil could increasingly reverberate across financial markets through higher inflation expectations, elevated Treasury yields and steep borrowing costs, while potentially keeping the Federal Reserve monetary policy tighter for longer, said industry veterans. ""The main impact is that an oil shock now transmits more directly into financial conditions,"" said Billy Leung, investment strategist at Global X ETFs. ""Higher crude can lift inflation expectations, delay Fed easing and raise the discount rate applied across equities and credit at the same time."" ""That makes energy headlines more consequential for broader markets and reduces some of the diversification investors would normally expect between commodities and government bonds,"" he added. The implications stretch across asset classes. Higher Treasury yields reduce the relative appeal of equities as they raise financing costs for businesses, while expensive oil squeezes margins for companies dependent on energy and transportation. Growth and technology stocks can be particularly exposed because their valuations depend heavily on earnings expected far into the future. Ed Yardeni, president of Yardeni Research, said the chain increasingly runs from energy through inflation and bonds into monetary policy and equities. ""It's certainly bad news that if oil prices continue to move higher, that would indicate that bond yields are moving higher, and then higher inflationary expectations raise the odds that we'll be in a tightening cycle when it comes to the Fed funds rate,"" Yardeni said. ""Not one and done, but there there could be two or three rate hikes up ahead here, and that in turn can certainly be unsettling for the stock market."" Komal Sri-Kumar, president of Sri-Kumar Global Strategies, is already steering investors away from assets most vulnerable to higher rates. He favors short-duration fixed income and defensive equities, while recommending physical assets including real estate, copper and gold as hedges. He said technology growth stocks are more vulnerable as interest rates remain elevated. ""You're going to have a bond bear market, the yields headed up, and I don't see anything that stops the upward march of oil and natural gas prices either,"" said Sri-Kumar. Consumers face a similar double hit. Higher energy prices feed directly into gasoline costs and indirectly into goods and services transported by truck and rail, while rising Treasury yields filter into mortgages, auto loans and other borrowing costs, said Andy Lipow, president of Lipow Oil Associates. ""Both increase in the WTI crude price, along with the increase in the treasury yield, are bad news for the consumer,"" Lipow said. For businesses, higher yields also raise the cost of financing inventories and investment, potentially weighing on capital-intensive projects such as the buildout of artificial intelligence and the energy infrastructure needed to support it, Lipow said. While oil and Treasurys have entered a tighter relationship, it may not be so if global tensions recede. Leung said the 0.96 correlation is unusually high but could unwind rapidly if geopolitical tensions ease or growth fears begin to dominate. Lipow similarly said the magnitude partly reflects the relatively short period since the U.S.-Iran conflict began.","BMO Capital Markets, Yardeni Research, Sri-Kumar Global Strategies, Lipow Oil Associates, Treasurys",,,5%,,,negative,-0.5911435894668102
cnbc,https://www.cnbc.com/2026/09/14/counting-the-votes-warsh-faces-tough-battle-as-fed-girds-for-expected-rate-hike.html,"Mon, 14 Sep 2026 19:47:42 GMT",Counting the votes: Warsh faces a tough battle as the Fed girds for expected interest rate hike,"Traders were pricing in a better than 92% probability of a rate increase, as well as a more than 75% chance for another one in December.","Federal Reserve Chairman Kevin Warsh faces a tricky head count this week when he and his fellow policymakers decide on both the immediate and future path of interest rates. While markets have honed in on a near-certain quarter percentage point hike in Wednesday's vote, it's not at all clear how broad will be the margin among the 12 Federal Open Market Committee voters. Moreover, Warsh will have to decide how to message the move: Will this be the rare one-and-done on hikes, will there be more to come or will the chair maintain his cryptic posture in not trying to guide markets one way or the other? ""With the market priced this way, it would be shocking if he came in and did nothing,"" Bill Dudley, the former New York Fed president, said in a CNBC interview. ""It would really damage his credibility because it would basically be all talk, no action."" Indeed, as of Monday afternoon, futures traders were pricing in a better than 92% probability of a rate increase this week, as well as a more than 75% chance that the FOMC would follow up in December with another move, according to the CME Group's FedWatch gauge. Fed funds, the benchmark overnight borrowing rate, currently stand at 3.50% to 3.75%. The greater probabilities follow another run-up in fuel prices and inflation data last week that showed prices continued to climb in August. Both trends followed Warsh's comments a few weeks ago that the Fed would be forced into action unless there are more concrete signs that inflation is easing back to the central bank's 2% target. However, there are substantial complications. Wait or act? For one thing, the Fed historically has looked through the type of trends that are fueling inflation now. Economists generally agree that much of this year's increase has come from tariffs and an energy supply shock from the Iran war, both of which have uncertain impacts on the long-range trajectory of inflation. ""We do not see a strong economic case for raising the funds rate,"" Goldman Sachs economist David Mericle said in a client note. ""We think that all of the overshoot of 2% can be attributed to one-time factors whose impact is likely to fade."" Nevertheless, Goldman changed its call from no change at this week's meeting to a hike, primarily because the firm's economists think the market expectations will force the Fed to move. Whether that also will be the case on an FOMC that voted 9-3 in favor of a hold at the July meeting is another matter. The three dissenters — regional presidents Lorie Logan of Dallas, Beth Hammack of Cleveland and Neel Kashkari of Minneapolis — all supported a quarter-point hike two months ago, when the Fed last met. Assuming their positions haven't changed, and there's been nothing in their public comments to suggest they have, that would mean four other members would have to switch their votes from hold to hike. Arguably the most-watched voter is Governor Christopher Waller. In public remarks delivered Sept. 3, Waller voiced support for another hold at this meeting, albeit with the usual caveats about watching data to confirm that disinflation trends are continuing. Mostly, he merely urged patience rather than a rush to hike. ""What's the cost of waiting one meeting? Hiking 25 basis points, one meeting right now, is not going to bring the [consumer price index] down to 2%,"" he said. The CPI for August actually showed headline inflation running at a 3.4% rate, though the core rate, which excludes food and soaring energy costs, was a more benign 2.4%, down 0.1 percentage point from July. Waller wasn't alone in advocating patience — New York Fed President John Williams told CNBC less than two weeks ago that a ""wait-and-see"" approach seems to make sense. Earlier in the summer, Williams, whose perch atop the New York Fed is traditionally considered part of the influential ""troika"" of influence at the central bank, said he thinks inflation has peaked. Also in recent remarks, Governor Michael Barr expressed concern about temporary i","New York Fed, CME Group, What, Goldman Sachs, JPMorgan, Goldman, Philadelphia Fed, JPMorgan Asset Management",,,"92%, 75%, 3.50%, 3.75%, 2%, 3.4%, 2.4%",,,neutral,-0.14712701924145222
cnbc,https://www.cnbc.com/2026/09/15/china-rich-talent-immigration-capital-outflows-border-control-.html,"Tue, 15 Sep 2026 05:45:35 GMT","Wealthy Chinese, tech talent confront tighter borders as Beijing widens exit controls",China's new border-control regulations are designed to keep two of its most valuable assets from leaving the country: money and talent.,"China's new border-control regulations are designed to keep two of its most valuable assets from leaving the country: money and talent. The rules, issued by the State Council and taking effect Tuesday, give authorities explicit legal power to block people from leaving the country – turning a patchwork of ad hoc travel bans into a permanent tool for stemming capital and talent flight. Authorities can bar Chinese nationals from departing over export-control or technology-transfer violations deemed to threaten national security. The new rules also add pressure on wealthy households already facing a widening tax dragnet, along with private bankers, trust companies, and immigration agencies that help move their money and families abroad. ""The goal is to restrict outbound personnel flows, so as to keep home the capital and talent that might otherwise leave with them,"" said Neo Wang, China strategist at Evercore ISI. Both resources are critical to Beijing's push for innovation, productivity and new growth drivers as it competes head-to-head with the U.S. Beijing has tightened oversight of overseas travel by party officials and state-enterprise employees for years while increasingly extending the scrutiny into the private sector. The new rules would make the system more ""permanent and give officials more confidence to intervene,"" said Dan Wang, China director at political consultancy firm Eurasia Group. She expects stricter enforcement at the local level, with tightened document checks as officials seek to avoid blame for lax implementation. ""Export-control concerns could now trigger a formal exit ban rather than mere compliance friction,"" she added. Technology professionals face some of the strongest restrictions. Beijing has already restricted exports of key technology and components, including rare earths, electric-vehicle batteries and solar panels, and the new rules give authorities a legal basis to enforce those export-control and counter-sanctions regimes directly at the border, said Guo Shan, partner at China-focused Hutong Research. Authorities could prevent Chinese citizens from leaving if their departure violates export control rules in a way that could endanger national industrial or technological security. ""By tying export controls directly to exit rights, the rules give Beijing added leverage against foreign governments and firms,"" Eurasia's Wang said. The rules are already changing behavior among private bankers who help wealthy Chinese clients move money offshore. Some have been questioned at Chinese border checkpoints about the purpose of their visits and asked to file advance applications before arrival, according to offshore wealth management firms serving mainland Chinese clients. Bankers have grown warier of inviting mainland clients to events in Singapore, sometimes rebranding them as jewelry exhibitions rather than overseas-investment seminars to avoid scrutiny, according to a Singapore-based fund manager who advises wealthy Chinese clients on overseas holdings, who asked not to be named due to the sensitivity of the matter. Another Singapore-based banker, who asked to be identified only by her surname, Fan, due to the sensitivity of the matter, said some colleagues now travel to China without documents containing sensitive information. They send them separately by courier to avoid spot checks at customs that might give authorities access to client financial data. A provision under the new rules bars foreign companies from providing exit-entry immigration services within mainland China, and requires registered agencies to report public-sector employees and military personnel who illicitly apply for foreign nationality or overseas permanent residency. The rule raises costs for Hong Kong- and Singapore-based intermediaries handling immigration, education and real estate applications for mainland clients, pushing more of them toward opening onshore entities, Eurasia's Wang said. The new framework also gives local a","Evercore ISI, Eurasia Group, Hutong Research, Fan",,,20%,,,negative,-0.7164551429450512
